title,price,paper_price,isbn,rating,page,publisher
راهنمای عملی نمایشنامه‌نویسی,12000,32000,9786005193046,4.57,392,نشر بیدگل
مختارنامه,4800,8200,9789643115692,4.13,520,گروه انتشاراتی ققنوس
همین حالا,13200,22000,9789644429576,3.08,320,انتشارات البرز
خانم دلوی,10800,18000,9789644484186,4.11,470,نشر نیلوفر
الای افسون ‌شده,9500,12500,9786006753225,4.11,333,گروه انتشاراتی ققنوس
ویلت,28800,48000,9789643745202,4.11,672,نشر روزگار
زن در برابر زن,6000,11000,9786005138139,4.11,346,انتشارات لیوسا
فن‌گرل,15000,34000,9786008537250,3.7,556,آذرباد
قرآن شناخت,5500,9000,9789646205840,4.63,279,انتشارات ناهید
جزیره‌ی گنج,4500,nan,9789643695002,4.63,96,نشر افق
لُرد اِجوِر می‌میرد,5600,14000,9789643636180,4.11,282,هرمس
مکاشفات,11500,29000,9786006225418,4.63,460,آذرباد
طاهره، طاهره‌ی عزيزم,5500,11000,9789648765373,3.82,103,نشر مشکی
حسد,2800,5500,9789643804282,3.75,256,نشر ثالث
جمجمه‌ی اسکلت,2500,3000,9789643074708,4.67,124,نشر و تحقیقات ذکر
با هم حرف بزنیم,9200,6500,‏‫‬‭9786001195518,4.71,204,نشر قطره
درون آب,14000,28000,9789644084577,3.7,456,نشر هیرمند
پدر کشتگی,7900,nan,9786002783127,3.7,231,گروه انتشاراتی ققنوس
فریاد وحشت,6000,9500,9786002962010,5,172,انتشارات پیدایش
مهمانی تلخ,7200,12000,9786002295781,3.44,142,نشر چشمه
قرن گم‌شده,9600,4600,9643129829,4.83,343,نشر نی
شیمی ۲  شب امتحان – یازدهم ریاضی و تجربی,2000,5000,۹۷۸۶۰۰۴۱۲۴۸۴۳,4.83,63,انتشارات خیلی سبز
همزاد,6800,13500,9789643745257,4.63,184,نشر روزگار
کوچک خوشبختی,9000,15000,9789644429194,4.83,230,انتشارات البرز
طلسم عوضی,5500,9000,9789643494407,4.43,168,انتشارات پیدایش
شورشیان آرمانخواه,11000,19000,9789643112639,4.14,368,گروه انتشاراتی ققنوس
قرآن‌ نماد حیات معقول‌,6000,10000,9789646608276,3.67,406,مؤسسه تدوين و نشر آثار علامه جعفری
اثر مرکب,9000,18000,9786005461466,4.14,256,نشر معیار علم
تسوکورو تازاکی بی‌رنگ و سال‌های زیارت او,8900,nan,9786002781857,4.29,328,گروه انتشاراتی ققنوس
فریب‌های پدر پولدار,12000,18000,9789648148572,4.43,76,انتشارات آوین
چراغ‌ها را من روشن می‌کنم,6600,11000,9789644485312,4.29,187,نشر نیلوفر
آخرین عشق کافکا,11000,18000,9789643117146,4.83,559,گروه انتشاراتی ققنوس
در آغوش نور ۴,23000,30000,9646581633,4.29,464,نشر تیر
پرورش مغز (نسخه PDF),10500,21000,9786007022986,3.63,276,انتشارات آوند دانش
کمی ایمان داشته باش,12600,24000,9786001197857,4.83,304,نشر قطره
از چهار زندان,4000,10000,9789646736481,4.38,224,انتشارات نگاه
چگونه می توانید با هر کسی در هر شرایطی صحبت کنید؟,6000,12000,9786006774039,4.38,237,نشر شبگیر
راهی به بالای آسمان,2000,3500,9789648944655,4.38,64,انتشارات کتابسرای تندیس
زبان و تصویر جهان,6000,10000,9789641851387,5,163,نشر نی
ناقوس‌ها به صدا درمی‌آیند,3600,8000,9786009819911,5,136,انتشارات عهد مانا
از هانتینگتون و خاتمی تا بن‌لادن,4250,9500,9643342069,4.38,104,انتشارات روزنه
انتخاب جنجالی,3000,nan,9789642855933,4.38,96,انتشارات گام
عشق و بانوی ناتمام,7000,20000,nan,3.63,198,انتشارات نگاه
خرده فلسفه‌های خوش‌بختی,6500,nan,9786001942617,4.63,204,انتشارات حوض نقره
مدیریت بازاریابی برای بخش عمومی,6500,nan,9786009172153,3.7,288,انتشارات آریانا قلم
افسانه‌های آذربایجان,4000,10000,9789646895256,4.44,272,نشر نامک
راه‌های موثر برای ایجاد انگیزه,10000,9000,9786005138894,3.5,136,انتشارات لیوسا
توسعه و مبانی تمدن غرب,5800,11500,9786009176854,4.22,264,نشر واحه
چگونه زن بی‌کم‌وکاستی باشیم,2500,4000,97896418128x,4,101,آسیم
پدران و پسران,7200,nan,9789646205963,3.6,298,انتشارات ناهید
داستان‌های نیویورکر,6300,11500,9789641912378,3.58,231,انتشارات مروارید
مغزتان را دوباره سيم‌كشی كنيد,15000,nan,9786002783233,3.6,319,گروه انتشاراتی ققنوس
خیزش خاک,7000,14500,9786002911353,3.69,265,ویدا
جادوگر‌ها,6500,13500,9789643698096,5,256,نشر افق
۳۰  روز تا پیروزی,35000,50000,9786009682430,4.43,394,نشر بارسا
چرا زن ها می گویند و مردها می روند,8200,nan,9789642980253,3.91,184,نشر قطره
مرگ مرموز در کلیسا,3800,7000,9649461043,3.82,193,انتشارات مروارید
بازگشت هیتلر,7000,nan,9786006662671,3.91,303,انتشارات تیسا
مامور ۶,14000,28000,9789641912019,4.36,515,انتشارات مروارید
ساعت شوم‌,4400,11000,9789643510633,3.77,238,انتشارات نگاه
وغ‌‌وغ ساهاب‌,3800,7500,9648766053,4.3,152,انتشارات مجید
سه موش کور,4000,8000,9786002910684,3.91,181,ویدا
موهبت روان درمانگری,11000,15000,9789643117368,4.5,264,گروه انتشاراتی ققنوس
داریوش شاهنشاه هخامنشی,1400,nan,9789642431267,4.78,48,نشر افراز
داستان راستان,5000,nan,9645600189,4.56,277,صدرا
تأملی در مدرنيته ايرانی‌,11000,22000,9789643803834,4.75,406,نشر ثالث
کجا می‌ریم بابا؟,6000,15000,9789643515645,4.78,160,انتشارات نگاه
آموزش لهجه عراقی,15600,26000,9789640368152,3.18,374,انتشارات دانشگاه تهران
ملکه اسیر,20000,35000,9789648944952,4.3,636,انتشارات کتابسرای تندیس
سالتو,13800,23000,9786002296078,4.3,262,نشر چشمه
تاریخ فلسفه (نسخه PDF),5500,10000,9786007022658,4.5,136,انتشارات آوند دانش
ماهی بالای درخت,11900,16500,9786003532298,5,304,نشر افق
فیزیک در علوم تیزهوشان دوره متوسطه ۱,15000,35000,۹۷۸۶۰۰۴۱۲۱۶۳۷,4.44,305,انتشارات خیلی سبز
فراتر از بودن,6200,12500,9789648673753,4.3,96,رادمهر
شب طاهره,7000,10000,9786002782052,4.22,160,گروه انتشاراتی ققنوس
الدست,15000,37000,9789645668417,4.38,975,انتشارات بهنام
چطور در ۳  دقیقه موردپسند واقع شویم!,6000,13000,9786007602423,3.64,212,انتشارات طلایه
هجوم آدم‌های معمولی,2500,4200,9789643074753,4.44,172,نشر و تحقیقات ذکر
فنگز جاسوس خون آشام ، عملیات,2500,4500,9789643076672,4.38,111,نشر و تحقیقات ذکر
اعتراف,2000,4000,9789642912995,3.5,153,ویدا
هدیه,3600,6000,9644422376,5,120,انتشارات البرز
دختری که خودش را خورد,7200,12000,9789643626839,4.38,159,نشر چشمه
موش‌های هیولا,4800,8000,9789643499785,5,180,انتشارات پیدایش
جن های وحشی,2500,3000,9789643075088,5,118,نشر و تحقیقات ذکر
قتل در خانه کشیش,5600,14000,9789643635756,4.38,307,هرمس
زنان باهوش، انتخاب‌های احمقانه,8100,nan,9789643418120,4.38,179,نشر قطره
نامه‌هایی از هستی,10000,13000,9789648496185,4.38,216,نشر مثلث
حکمت بالغانه زیستن,4500,7500,9786001197949,4.89,106,نشر قطره
نقطه,4400,nan,9786007141359,3.89,136,نشر نون
عطسه‌های نحس,3000,6000,9789643801267,3.89,95,نشر ثالث
امشب,12600,21000,9789644425950,3.89,415,انتشارات البرز
فیزیک کلانتریون – فیزیک ۱ و۲ و۳,6000,18000,۹۷۸۶۰۰۰۰۰۲۹۴۷,3.89,144,انتشارات کانون فرهنگی آموزش (قلم‌چی)
طلوع تاریکی,10000,13000,9786001820410,3.89,359,انتشارات کتابسرای تندیس
من ژانت نیستم,2700,nan,9789643697112,3.18,91,نشر افق
عشق و چیزهای دیگر,5500,11000,9786002299192,3.18,124,ناشر مولف ۲۰۵
گذران روز,2700,4500,9789647948852,4.38,157,نشر ماهی
ماجراهای من و درسام علوم ۹ ام,9000,30000,۹۷۸۶۰۰۴۱۲۵۵۳۶,5,199,انتشارات خیلی سبز
موسیقی درمانی,4500,nan,9786001190155,4.57,76,نشر قطره
معنادرمانی,6000,13000,9789648759679,3.44,208,انتشارات درسا
پرسش‌های چهارگزینه‌ای دین و زندگی ۱  انسانی - پایه دهم,8000,nan,9786004122337,4.38,204,انتشارات خیلی سبز
آموزه‌های دکتر دمینگ,12000,24000,9789645528520,4.57,360,انتشارات ناب‌اندیشان
ماجرای خانم شارلوت ۷,2000,5000,9786001039003,4.29,80,انتشارات محراب قلم
مسیر پنهان,20000,30000,9786008817222,5,312,نشر تیر
چرا به بیماری نیازمندیم؟,4200,4500,9789643118198,5,224,گروه انتشاراتی ققنوس
از استرس به موفقیت تنها در ۳۱  روز,3500,7000,9786005138276,3.89,119,انتشارات لیوسا
سالاری‌ها,4400,11000,9789643513597,3.88,178,انتشارات نگاه
طراحی مد (نسخه PDF),13300,29500,۹۷۸۶۰۰۸۶۶۸۰۸۴,4.43,408,انتشارات آوند دانش
غرب غم‌زده,4500,12000,9786007806500,4.78,118,نشر بیدگل
خوشحالی یعنی ... - جلد اول,5000,14800,9786001181856,5,216,ذهن‌آویز
رازهای موفقیت یک کسب‌ و کار ایرانی,5900,15000,9786009704224,2.46,128,انتشارات نگاه نوین
معماری اسلامی,7000,18000,9646176771,3.88,636,انتشارات روزنه
اعتماد (چگونه اعتماد را کسب، آن را شکوفا و نگهداری کنید و در زندگی و تجارب، عنوان مشاور قابل اع,10800,18000,9786005253320,4.43,156,انتشارات سیته
پرسش‌های چهارگزینه‌ای جغرافیای ایران – پایه دهم,7000,nan,۹۷۸۶۰۰۴۱۲1736,4.83,132,انتشارات خیلی سبز
فارسی نهم – دوره اول متوسطه,4000,10000,9786003591974,3.7,132,انتشارات بین‌المللی گاج
خوشحالی یعنی ... - جلد دوم,5000,14800,9786001172228,5,216,ذهن‌آویز
سامسای عاشق,2000,3500,9786003530157,3.56,48,نشر افق
پنج قطعه اصلی پازل زندگی,8750,17500,9786009281022,5,126,آریاگهر
خواندن و فهمیدن,800,1500,9786006158037,3,48,انتشارات طراحان ایماژ
چگونه از همسر خود معشوق بسازید,3400,5700,9789644426278,4,284,انتشارات البرز
روش‌های برخورد با خشونت در کودکان,3000,4500,9789643075187,4.29,144,نشر و تحقیقات ذکر
نفرین‌شده,6000,nan,9786009787043,4.5,196,طلوع ققنوس
خردکشی,13200,22000,9789641855422,4.5,262,نشر نی
یادمان صمد,12000,35000,9786007697061,3.33,717,نشر موغام
چگونه کار امروز را به فردا نیندازیم,6500,13000,9786006120386,4,262,نشر نجوای دل
در دنیای تو ساعت چند است؟,7200,12000,9786009229246,4,102,نشر چشمه
رازجمجمه سرخ,5700,9500,9789643498498,4,187,انتشارات پیدایش
قوانین زبان بدن,9600,16000,9789642785520,3.67,308,انتشارات صابرین
فوايد گياهخواری,3200,6500,9644530632,3.73,119,انتشارات مجید
رؤیای مردی مسخره,4000,8000,9789643741648,4.5,176,نشر روزگار
خانم بریج، معلم گیج,3500,5000,9789643697808,5,80,نشر افق
حکومت انتخابی,18000,30000,9643129748,4.75,372,نشر نی
باران مرگ,8500,nan,9786002960825,4.5,288,انتشارات پیدایش
آشنایی با قرآن کریم,1500,nan,9789648980783,4.75,84,انتشارات لک‌لک
خوشبختی‌های کوچک,20000,40000,9786007507230,3.8,320,انتشارات برکه خورشید
شادکامان درّه قره‌سو,29000,85000,9789643515843,3.8,800,انتشارات نگاه
رنج‌های ورتر جوان,20000,30000,9646581536,4.11,255,نشر تیر
فن چانه‌زنی در مذاکره و فروش,5500,nan,9786003400559,3.17,128,انتشارات لیوسا
جنسیت مغز,4000,6500,9789648759938,3.8,176,انتشارات درسا
فانیفست,1999,nan,9786006989389,4,91,انتشارات نصیرا
ریاضی ۱  – دهم - مجموعه کتابای جی‌بی,4000,nan,۹۷۸۶۰۰۴۱۲۸۱۵۵,4.57,214,انتشارات خیلی سبز
ایران,2500,5000,9789640803646,,29,انتشارات مدرسه
نجات‌شناسی اسلام و مسیحیت,6000,12000,9786005334395,,176,کتاب طه
مرگ در پاریس‌,4000,10000,9789643516871,2.77,168,انتشارات نگاه
عروض به زبان امروز,6300,10500,9789641852179,4.57,202,نشر نی
فقط آرزو کن,3500,7000,9789648759815,4.57,168,انتشارات درسا
خاطرات بولیوی‌,4000,10000,9643513173,4.13,352,انتشارات نگاه
سفیرکبیر,8000,18000,9789646104525,4.75,428,انتشارات درسا
نفرین بیوا,8000,17000,9786002911407,3.91,296,ویدا
لازم نیست بگویی دوستت دارم,12000,27000,9786008740223,4,288,نشر نون
منم ملاله,12800,32000,9789643519247,4.25,364,انتشارات نگاه
سرزمین پدری,7200,18000,9789643378400,,283,انتشارات کتاب نیستان
از دموکراسی تا مردم‌سالاری دینی,4750,9500,9789643341321,4.13,156,انتشارات روزنه
